ID,book_tod,book_dow,book_category,book_staff,last_category,last_staff,last_day_services,last_receipt_tot,last_dow,last_tod,last_noshow,last_prod_flag,last_cumrev,last_cumbook,last_cumstyle,last_cumcolor,last_cumprod,last_cumcancel,last_cumnoshow,noshow,recency,first_visit,is_revisit_30days
985,morning,Wednesday,STYLE,JJ,STYLE,JJ,1,102.0,Friday,morning,0,0,286,4,4,0,0,0,1,0,19,0,1
986,morning,Friday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
987,morning,Wednesday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
988,afternoon,Thursday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,1,1
989,evening,Friday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
990,evening,Friday,STYLE,BECKY,STYLE,BECKY,1,30.0,Friday,evening,0,0,30,1,1,0,0,0,0,0,42,0,0
991,morning,Thursday,STYLE,BECKY,STYLE,BECKY,1,50.0,Friday,evening,0,0,80,2,2,0,0,0,0,0,27,0,1
992,afternoon,Thursday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,1,1
993,afternoon,Wednesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
994,morning,Wednesday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
995,afternoon,Friday,STYLE,BECKY,COLOR,JOANNE,2,167.0,Wednesday,morning,0,1,167,2,1,1,2,0,0,0,23,0,1
996,morning,Friday,COLOR,JOANNE,COLOR,JOANNE,2,167.0,Wednesday,morning,0,1,167,2,1,1,2,0,0,0,23,0,1
997,afternoon,Friday,STYLE,BECKY,COLOR,JOANNE,2,300.0,Friday,morning,0,1,467,4,2,2,4,0,0,0,14,0,1
998,morning,Friday,COLOR,JOANNE,COLOR,JOANNE,2,300.0,Friday,morning,0,1,467,4,2,2,4,0,0,0,14,0,1
999,morning,Tuesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1000,morning,Tuesday,STYLE,JJ,STYLE,JJ,1,114.44,Tuesday,morning,0,1,82,1,1,0,1,0,0,0,84,0,0
1001,morning,Thursday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1002,evening,Friday,STYLE,JJ,STYLE,JJ,1,82.0,Thursday,morning,0,0,82,1,1,0,0,0,0,0,120,0,0
1003,afternoon,Friday,COLOR,JOANNE,STYLE,JJ,1,82.0,Thursday,morning,0,0,82,1,1,0,0,0,0,0,120,0,0
1004,afternoon,Friday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1005,afternoon,Tuesday,STYLE,JJ,STYLE,JJ,1,82.0,Friday,afternoon,0,0,82,1,1,0,0,0,0,0,46,0,0
1006,afternoon,Thursday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1007,afternoon,Friday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1008,evening,Tuesday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1009,afternoon,Thursday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1010,afternoon,Friday,STYLE,KELLY,STYLE,BECKY,1,60.0,Thursday,afternoon,0,0,60,1,1,0,0,0,0,0,50,0,0
1011,afternoon,Saturday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1012,afternoon,Friday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1013,evening,Saturday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1014,evening,Friday,STYLE,JJ,STYLE,JJ,1,82.0,Saturday,evening,0,0,82,1,1,0,0,0,0,0,69,0,0
1015,evening,Thursday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1016,afternoon,Thursday,STYLE,JJ,STYLE,JJ,1,40.0,Thursday,evening,0,0,40,1,1,0,0,0,0,0,28,0,1
1017,evening,Thursday,STYLE,JJ,STYLE,JJ,1,60.0,Thursday,afternoon,0,0,100,2,2,0,0,0,0,0,28,0,1
1018,morning,Wednesday,STYLE,JJ,STYLE,JJ,1,60.0,Thursday,evening,0,0,160,3,3,0,0,0,0,0,27,0,1
1019,morning,Thursday,STYLE,JJ,STYLE,JJ,1,60.0,Wednesday,morning,0,0,220,4,4,0,0,0,0,0,29,0,1
1020,afternoon,Friday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1021,afternoon,Friday,STYLE,BECKY,STYLE,BECKY,1,60.0,Friday,afternoon,0,0,60,1,1,0,0,0,0,0,63,0,0
1022,evening,Tuesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1023,afternoon,Tuesday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1024,afternoon,Saturday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1025,afternoon,Saturday,MISC,JJ,STYLE,JJ,1,228.25,Saturday,afternoon,0,1,82,1,1,0,1,0,0,0,70,0,0
1026,afternoon,Wednesday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1027,evening,Thursday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1028,morning,Thursday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1029,afternoon,Tuesday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1030,morning,Thursday,STYLE,JJ,STYLE,SINEAD,1,35.0,Tuesday,afternoon,0,0,35,1,1,0,0,0,0,0,72,0,0
1031,evening,Tuesday,MISC,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1032,evening,Wednesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1033,morning,Thursday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1034,afternoon,Friday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1035,afternoon,Wednesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1036,morning,Wednesday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1037,afternoon,Saturday,COLOR,BECKY,COLOR,JOANNE,2,182.73,Wednesday,morning,0,1,152,2,1,1,2,0,0,0,3,0,1
1038,afternoon,Thursday,STYLE,JJ,COLOR,BECKY,0,0.0,Saturday,Unknown,0,0,152,3,1,2,2,1,0,0,40,0,0
1039,morning,Thursday,COLOR,JOANNE,COLOR,BECKY,0,0.0,Saturday,Unknown,0,0,152,3,1,2,2,1,0,0,40,0,0
1040,afternoon,Saturday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1041,evening,Tuesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1042,afternoon,Thursday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1043,evening,Thursday,STYLE,SINEAD,STYLE,SINEAD,1,67.0,Thursday,afternoon,0,1,35,1,1,0,1,0,0,0,35,0,0
1044,evening,Thursday,STYLE,BECKY,STYLE,SINEAD,1,55.0,Thursday,evening,0,0,90,2,2,0,1,0,0,0,35,0,0
1045,evening,Thursday,STYLE,BECKY,STYLE,BECKY,1,50.0,Thursday,evening,0,0,140,3,3,0,1,0,0,0,28,0,1
1046,evening,Wednesday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1047,afternoon,Friday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1048,morning,Tuesday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1049,afternoon,Thursday,STYLE,SINEAD,STYLE,SINEAD,1,70.0,Tuesday,morning,0,0,70,1,1,0,0,0,0,0,30,0,1
1050,morning,Thursday,MISC,SINEAD,STYLE,SINEAD,1,90.0,Thursday,afternoon,0,0,160,2,2,0,0,0,0,0,14,0,1
1051,morning,Thursday,STYLE,BECKY,MISC,SINEAD,1,0.0,Thursday,morning,0,0,160,3,2,0,0,0,0,0,21,0,1
1052,afternoon,Wednesday,STYLE,JJ,STYLE,BECKY,1,80.0,Thursday,morning,0,0,240,4,3,0,0,0,0,0,27,0,1
1053,morning,Thursday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1054,afternoon,Wednesday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1055,afternoon,Thursday,STYLE,BECKY,STYLE,SINEAD,1,70.0,Wednesday,afternoon,0,0,70,1,1,0,0,0,0,0,43,0,0
1056,morning,Tuesday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1057,afternoon,Tuesday,STYLE,BECKY,STYLE,BECKY,1,60.0,Tuesday,morning,0,0,60,1,1,0,0,0,0,0,77,0,0
1058,afternoon,Wednesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1059,afternoon,Saturday,STYLE,JJ,STYLE,JJ,1,40.0,Wednesday,afternoon,0,0,40,1,1,0,0,0,0,0,38,0,0
1060,morning,Saturday,STYLE,JJ,STYLE,JJ,1,60.0,Saturday,afternoon,0,0,100,2,2,0,0,0,0,0,35,0,0
1061,morning,Saturday,STYLE,JJ,STYLE,JJ,1,60.0,Saturday,morning,0,0,160,3,3,0,0,0,0,0,35,0,0
1062,evening,Thursday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,1,1
1063,evening,Thursday,STYLE,BECKY,STYLE,BECKY,1,0.0,Thursday,evening,1,0,0,1,1,0,0,0,1,0,28,0,1
1064,evening,Tuesday,STYLE,BECKY,STYLE,BECKY,1,60.0,Thursday,evening,0,0,60,2,2,0,0,0,1,0,26,0,1
1065,afternoon,Thursday,STYLE,BECKY,STYLE,BECKY,1,80.0,Tuesday,evening,0,0,140,3,3,0,0,0,1,1,23,0,1
1066,evening,Friday,MISC,BECKY,STYLE,BECKY,0,0.0,Thursday,Unknown,1,0,140,4,4,0,0,1,2,0,1,0,1
1067,evening,Friday,STYLE,BECKY,MISC,BECKY,1,0.0,Friday,evening,0,0,140,5,4,0,0,1,2,0,21,0,1
1068,afternoon,Saturday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1069,afternoon,Saturday,COLOR,JOANNE,COLOR,JOANNE,1,350.0,Saturday,afternoon,0,1,65,1,0,1,1,0,0,0,35,0,0
1070,afternoon,Saturday,COLOR,JOANNE,COLOR,JOANNE,1,70.0,Saturday,afternoon,0,0,135,2,0,2,1,0,0,0,42,0,0
1071,afternoon,Friday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1072,morning,Friday,STYLE,KELLY,STYLE,KELLY,1,60.0,Friday,afternoon,0,0,60,1,1,0,0,0,0,0,28,0,1
1073,evening,Thursday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1074,evening,Tuesday,STYLE,JJ,STYLE,SINEAD,1,70.0,Thursday,evening,0,0,70,1,1,0,0,0,0,0,33,0,0
1075,afternoon,Friday,STYLE,JJ,STYLE,JJ,1,82.0,Tuesday,evening,0,0,152,2,2,0,0,0,0,0,52,0,0
1076,afternoon,Saturday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,1,1
1077,afternoon,Tuesday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1078,morning,Tuesday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1079,evening,Friday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1080,afternoon,Thursday,COLOR,JOANNE,STYLE,BECKY,1,30.0,Friday,evening,0,0,30,1,1,0,0,0,0,0,6,0,1
1081,afternoon,Wednesday,COLOR,KELLY,COLOR,JOANNE,0,0.0,Thursday,Unknown,0,0,30,2,1,1,0,1,0,1,34,0,0
1082,morning,Tuesday,STYLE,BECKY,COLOR,KELLY,0,0.0,Wednesday,Unknown,1,0,30,3,1,2,0,2,1,0,13,0,1
1083,afternoon,Tuesday,STYLE,BECKY,COLOR,KELLY,0,0.0,Wednesday,Unknown,1,0,30,3,1,2,0,2,1,0,13,0,1
1084,afternoon,Wednesday,STYLE,JJ,STYLE,BECKY,1,50.0,Tuesday,Unknown,0,0,130,5,3,2,0,3,1,1,1,0,1
1085,morning,Saturday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1086,morning,Saturday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1087,morning,Saturday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1088,evening,Friday,STYLE,KELLY,STYLE,KELLY,1,35.0,Saturday,morning,0,0,35,1,1,0,0,0,0,0,34,0,0
1089,afternoon,Friday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1090,evening,Tuesday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1091,afternoon,Thursday,STYLE,BECKY,STYLE,BECKY,1,30.0,Tuesday,evening,0,0,30,1,1,0,0,0,0,0,44,0,0
1092,afternoon,Wednesday,STYLE,BECKY,STYLE,BECKY,1,50.0,Thursday,afternoon,0,0,80,2,2,0,0,0,0,0,34,0,0
1093,evening,Tuesday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1094,afternoon,Wednesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1095,afternoon,Thursday,STYLE,JJ,STYLE,JJ,1,82.0,Wednesday,afternoon,0,0,82,1,1,0,0,0,0,0,36,0,0
1096,afternoon,Wednesday,COLOR,JOANNE,STYLE,JJ,1,102.0,Thursday,afternoon,0,0,184,2,2,0,0,0,0,0,6,0,1
1097,afternoon,Wednesday,STYLE,JJ,COLOR,JOANNE,1,50.0,Wednesday,afternoon,0,0,234,3,2,1,0,0,0,0,35,0,0
1098,morning,Saturday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1099,morning,Saturday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1100,afternoon,Friday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1101,afternoon,Saturday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1102,morning,Thursday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1103,morning,Friday,COLOR,JOANNE,STYLE,SINEAD,1,110.33,Thursday,morning,0,1,70,1,1,0,1,0,0,0,15,0,1
1104,afternoon,Friday,STYLE,BECKY,STYLE,SINEAD,1,110.33,Thursday,morning,0,1,70,1,1,0,1,0,0,1,15,0,1
1105,morning,Saturday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1106,evening,Tuesday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1107,evening,Friday,STYLE,BECKY,STYLE,BECKY,1,60.0,Tuesday,evening,0,0,60,1,1,0,0,0,0,0,94,0,0
1108,evening,Wednesday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1109,evening,Friday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1110,evening,Friday,STYLE,JJ,STYLE,JJ,1,40.0,Friday,evening,0,0,40,1,1,0,0,0,0,0,56,0,0
1111,evening,Wednesday,STYLE,JJ,STYLE,JJ,1,60.0,Friday,evening,0,0,100,2,2,0,0,0,0,0,54,0,0
1112,morning,Friday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1113,morning,Saturday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1114,afternoon,Thursday,STYLE,BECKY,STYLE,SINEAD,1,35.0,Saturday,morning,0,0,35,1,1,0,0,0,0,1,54,0,0
1115,afternoon,Thursday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1116,afternoon,Tuesday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1117,afternoon,Tuesday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1118,afternoon,Tuesday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1119,evening,Friday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1120,afternoon,Friday,COLOR,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1121,afternoon,Thursday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,1,1
1122,evening,Tuesday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1123,evening,Tuesday,STYLE,BECKY,STYLE,BECKY,1,30.0,Tuesday,evening,0,0,30,1,1,0,0,0,0,0,35,0,0
1124,morning,Tuesday,STYLE,BECKY,STYLE,BECKY,1,102.5,Tuesday,evening,0,1,80,2,2,0,1,0,0,0,35,0,0
1125,afternoon,Wednesday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,1,1
1126,afternoon,Friday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1127,afternoon,Friday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1128,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,30.0,Friday,afternoon,0,0,30,1,1,0,0,0,0,0,105,0,0
1129,evening,Friday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1130,afternoon,Friday,COLOR,KELLY,STYLE,KELLY,1,55.0,Friday,evening,0,0,55,1,1,0,0,0,0,0,7,0,1
1131,evening,Friday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1132,afternoon,Thursday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1133,morning,Wednesday,STYLE,BECKY,STYLE,BECKY,1,60.0,Thursday,afternoon,0,0,60,1,1,0,0,0,0,0,55,0,0
1134,morning,Saturday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1135,morning,Saturday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1136,afternoon,Friday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,1,1
1137,afternoon,Friday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,1,1
1138,afternoon,Friday,STYLE,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,1,1
1139,afternoon,Friday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1140,afternoon,Sunday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1141,evening,Wednesday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1142,morning,Saturday,STYLE,SINEAD,STYLE,SINEAD,1,70.0,Wednesday,evening,0,0,70,1,1,0,0,0,0,0,45,0,0
1143,evening,Thursday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1144,morning,Tuesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1145,evening,Wednesday,STYLE,JJ,STYLE,JJ,1,82.0,Tuesday,morning,0,0,82,1,1,0,0,0,0,0,78,0,0
1146,evening,Friday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1147,afternoon,Friday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1148,afternoon,Saturday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,1,1
1149,morning,Tuesday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1150,morning,Saturday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1151,afternoon,Wednesday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1152,afternoon,Thursday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1153,afternoon,Thursday,COLOR,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1154,afternoon,Thursday,STYLE,SINEAD,COLOR,KELLY,1,0.0,Thursday,Unknown,0,0,70,2,1,1,0,1,0,0,28,0,1
1155,afternoon,Thursday,COLOR,JOANNE,COLOR,KELLY,1,0.0,Thursday,Unknown,0,0,70,2,1,1,0,1,0,0,28,0,1
1156,afternoon,Wednesday,STYLE,SINEAD,COLOR,JOANNE,2,196.3,Thursday,afternoon,0,1,230,4,2,2,2,1,0,0,6,0,1
1157,evening,Friday,STYLE,JJ,STYLE,SINEAD,0,0.0,Wednesday,Unknown,0,0,230,5,3,2,2,2,0,0,37,0,0
1158,afternoon,Friday,COLOR,JOANNE,STYLE,SINEAD,0,0.0,Wednesday,Unknown,0,0,230,5,3,2,2,2,0,0,37,0,0
1159,evening,Friday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1160,afternoon,Friday,STYLE,JJ,STYLE,JJ,1,82.0,Friday,evening,0,0,82,1,1,0,0,0,0,0,7,0,1
1161,afternoon,Thursday,STYLE,JJ,STYLE,JJ,0,0.0,Friday,Unknown,0,0,82,2,2,0,0,1,0,0,34,0,0
1162,afternoon,Thursday,STYLE,JJ,STYLE,JJ,1,143.4,Thursday,afternoon,0,1,184,3,3,0,1,1,0,0,28,0,1
1163,morning,Tuesday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1164,morning,Thursday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1165,morning,Tuesday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1166,evening,Friday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1167,afternoon,Friday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1168,afternoon,Tuesday,MISC,JJ,STYLE,JJ,1,82.0,Friday,afternoon,0,0,82,1,1,0,0,0,0,0,88,0,0
1169,afternoon,Friday,STYLE,JJ,MISC,JJ,1,24.3,Tuesday,afternoon,0,1,82,2,1,0,1,0,0,0,31,0,0
1170,evening,Thursday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1171,evening,Wednesday,STYLE,KELLY,STYLE,KELLY,1,35.0,Thursday,evening,0,0,35,1,1,0,0,0,0,0,13,0,1
1172,afternoon,Thursday,COLOR,KELLY,STYLE,KELLY,1,55.0,Wednesday,evening,0,0,90,2,2,0,0,0,0,1,1,0,1
